userid,clarity,account,feltacc,ev1,ev1abs_acc,ev1reldiff,ev2,ev2abs_acc,ev2reldiff,ev3,ev3abs_acc,ev3reldiff,ev4,ev4abs_acc,ev4reldiff,ev5,ev5abs_acc,ev5reldiff,ev6,ev6abs_acc,ev6reldiff,ev7,ev7abs_acc,ev7reldiff,totdeviation,avedev,aveabs_acc,avereldiff,avgabspercent,evtext1,evtext1len,evtext2,evtext2len,evtext3,evtext3len,evtext4,evtext4len,evtext5,evtext5len,evtext6,evtext6len,evtext7,evtext7len,totalevtext,avgevtext,crt1,crt1_correct,crt2,crt2_correct,crt3,crt3_correct,crt_total,consc_1,consc_2,consc_3,consc_4,consc,extra_1,extra_2,extra_3,extra_4,extra,agree_1,agree_2,agree_3,agree_4,agree,open_1,open_2,open_3,open_4,open,neuro_1,neuro_2,neuro_3,neuro_4,neuro,need.cog_1,need.cog_2,need.cog_3,need.cog_4,need.cog_5,need.cog_6,need.cog_7,need.cog_8,need.cog_9,need.cog_10,need.cog_11,need.cog_12,need.cog_13,need.cog_14,need.cog_15,need.cog_16,need.cog_17,need.cog_18,need.cog,aomt_1,aomt_2,aomt_3,aomt_4,aomt_5,aomt_6,aomt_7,aomt_8,aomt_9,aomt,educ,age,gender,race
168,0,1,1,50,50,0,62,38,0.24,38,62,-0.387096774,32,68,-0.157894737,36,64,0.125,48,52,0.333333333,35,65,-0.270833333,15,8.857142857,57,-0.016784502,1.678450158,"I think the election could go either way because though No vote has had a strong lead, the Yes vote has gained traction",119,There are more public persuasions to vote No that can sway those on the fence,77,"If Apple has had desires to secede, then there must have been historical issues so a hope for a new future is a positive convincing statement, while the No statement is negative ",178,"Debates are pretty strong indicators of how the public feels towards the ""candidates"", though it is hard to know because not everyone votes",139,"Using the first question's info and this info, I would expect No to lose the election",85,This info makes the chance of No winning closer to 50/50,56,"If more people vote, then based on the debate results, the No camp ought not to win",83,737,105.2857143,0.05,1,5,1,47,1,3,6,6,6,6,6,5,6,5,6,5.5,6,6,6,6,6,6,3,3,6,4.5,5,4,4,4,4.25,6,7,6,6,6,7,6,3,6,7,5,3,5,3,5,5,5,5,5.333333333,3,6,5,6,3,3,6,5,5,4.666666667,5,1,2,1
76,1,0,0,50,50,50,55,45,0.1,40,60,-0.272727273,51,49,0.275,60,40,0.176470588,61,39,0.016666667,65,35,0.06557377,15,6.489795918,45.42857143,7.19442625,719.442625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,7,7,7,6,6.75,1,3,2,3,2.25,7,7,6,6,6.5,2,3,6,2,3.25,3,7,5,5,5,6,7,5,5,6,7,6,1,2,7,6,1,4,3,7,1,5,6,4.722222222,6,7,7,6,6,6,7,7,7,6.555555556,3,1,2,1
24,1,1,1,40,60,60,40,60,0,45,55,0.125,35,65,-0.222222222,35,65,0,40,60,0.142857143,40,60,0,0,2.448979592,60.71428571,8.577947846,857.7947846,"If recent trends have shown that the Yes camp is increasing, it will probably continue that way",95,I don't know if the Applens would listen to a diplomat or an author more - their cultural tendencies are unknown.,113,"people really like hope and positive concepts, but playing on fear is more successful ",86,We're so close to the election and the Yes camp is still pulling ahead even more,80,"If the cases are too different, they probably won't have any effect",67,A respected sociologist has shown that there's enough replication of incorrect polls that this information probably has sway ,125,"This may be true, but we don't know which direction these people will vote in.",78,644,92,0.1,0,5,1,47,1,2,3,5,4,4,4,2,4,3,2,2.75,6,6,5,6,5.75,4,4,5,5,4.5,2,2,3,2,2.25,4,6,6,4,4,4,4,6,2,4,6,6,6,4,2,4,6,6,4.666666667,6,6,6,6,3,5,6,4,5,5.222222222,3,1,2,1
46,1,1,1,50,50,50,50,50,0,50,50,0,50,50,0,50,50,0,71,29,0.42,70,30,-0.014084507,20,8.367346939,44.14285714,7.20084507,720.084507,"The No camp is even with the Yes camp, although it would appear that the Yes camp has gained some momentum, it must be noted that the No camp held a strong lead for the majority of the year. That consistant lead makes me think there is a stronger than 50% shot that the No camp will win.",287,"I feel like a popular author would counter balance the weight of a senior politician's opinion, so I did not change my probability for the last question.",153,"Hope is great, that may be one of the reasons for the late surge in yes support, but it is not as powerful as risk and uncertainty when it comes to attracting voters. My opinions about the probability remain the same.",217,This information does not affect my previous opinions of the election.,70,This information seems irrelevant.  ,36,This information makes me second guess this late in the game surge for the yes camp. ,85,This has no affect on my opinion. ,34,882,126,0.05,1,5,1,47,1,3,5,4,5,3,4.25,5,5,5,4,4.75,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,3,6,5,5,4.888888889,3,1,2,1
287,0,1,1,40,60,-10,60,40,0.5,68,32,0.133333333,30,70,-0.558823529,49,51,0.633333333,51,49,0.040816327,63,37,0.235294118,23,10.36734694,48.42857143,-1.288006631,128.8006631,Because it means the 'yes' camp is picking up momentum,54,Authors are usually more read and popular than diplomats,56,People want safety and security: don't want to gamble too much and take big risks,81,People band-wagon and join the party that is popular and appears to be winning,78,People maybe are scared of uncertainty: stick with the status quo,65,This doesn't really give us too much information: it's just questioning the results,83,People that usually don't vote will probably not vote for independence,70,487,69.57142857,1.05,0,5,1,47,1,2,3,3,5,2,3.25,2,2,2,3,2.25,6,4,5,6,5.25,6,3,2,5,4,2,3,3,3,2.75,2,5,4,5,6,2,2,2,3,5,3,2,2,2,6,2,5,6,3.555555556,7,7,7,7,5,7,7,7,7,6.777777778,5,1,1,1
266,1,0,0,71,29,29,61,39,-0.14084507,66,34,0.081967213,47,53,-0.287878788,40,60,-0.14893617,55,45,0.375,59,41,0.072727273,12,8.285714286,43,4.136004922,413.6004922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,24,0,1,6,6,7,4,5.75,4,6,6,6,5.5,6,6,7,6,6.25,4,5,5,5,4.75,4,3,5,4,4,6,6,4,2,4,5,3,3,3,7,7,6,5,4,5,4,6,5,4.722222222,6,6,5,7,3,5,6,3,6,5.222222222,3,1,2,3
259,1,1,0,70,30,30,56,44,-0.2,53,47,-0.053571429,57,43,0.075471698,59,41,0.035087719,55,45,-0.06779661,70,30,0.272727273,0,5.714285714,40,4.294559807,429.4559807,yo,2,hi,2,no,2,same,4,idk,3,i,1,yt,2,16,2.285714286,5,0,100,0,1,0,0,3,6,3,4,4,3,4,5,2,3.5,1,6,3,4,3.5,2,5,6,3,4,4,4,4,4,4,1,1,7,7,7,1,7,7,7,1,1,7,1,1,1,7,7,1,4,4,4,4,4,4,4,4,4,4,4,5,1,2,4
179,1,0,0,40,60,60,50,50,0.25,70,30,0.4,20,80,-0.714285714,30,70,0.5,50,50,0.666666667,50,50,0,10,12.24489796,55.71428571,8.728911565,872.8911565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,2,6,7,5,5,7,6,6,6,6.25,7,7,5,7,6.5,5,6,6,6,5.75,2,7,3,1,3.25,6,6,6,6,6,6,6,6,6,7,6,6,5,6,6,6,6,6,6,5,6,5,6,6,5,6,3,6,5.333333333,3,1,1,1
134,1,0,0,50,50,50,59,41,0.18,37,63,-0.372881356,38,62,0.027027027,60,40,0.578947368,65,35,0.083333333,55,45,-0.153846154,5,8.857142857,48,7.191797174,719.1797174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,5,1,7,0,1,3,5,6,6,5,3,5,2,5,3.75,5,5,3,6,4.75,5,5,6,6,5.5,2,5,2,2,2.75,6,5,3,4,6,2,5,4,4,5,4,5,4,5,5,6,5,4,4.555555556,4,6,6,6,6,3,7,6,4,5.333333333,3,1,2,1
204,1,0,0,50,50,50,50,50,0,50,50,0,29,71,-0.42,29,71,0,35,65,0.206896552,38,62,0.085714286,12,8.448979592,59.85714286,7.124658691,712.4658691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,1,2,4,1,2,2,2,1,3,2,6,5,7,4,5.5,7,7,7,7,7,2,2,2,7,3.25,4,2,6,4,5,3,6,4,4,6,4,5,4,7,4,4,4,7,4.611111111,4,6,6,6,5,6,6,5,5,5.444444444,3,1,1,1
62,0,0,0,33,67,-17,38,62,0.151515152,35,65,-0.078947368,33,67,-0.057142857,40,60,0.212121212,46,54,0.15,42,58,-0.086956522,9,3.87755102,61.85714286,-2.387058626,238.7058626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,3,6,2,4,1,2,1,1,1.25,5,6,2,6,4.75,2,2,1,2,1.75,1,2,2,2,1.75,3,3,5,4,6,5,2,2,3,6,3,3,2,2,4,3,5,5,3.666666667,4,7,7,5,7,7,7,6,6,6.222222222,3,1,1,1
118,1,1,1,63,37,37,60,40,-0.047619048,30,70,-0.5,30,70,0,35,65,0.166666667,50,50,0.428571429,31,69,-0.38,32,12.81632653,57.28571429,5.238231293,523.8231293,"Current polls are more relevant than anything in the past. And past polls, especially ones from a really long time ago, are largely irrelevant. So more likely No camp will win but not huge. ",190,"The public is influenced by famous people, but not enough to sway large numbers of people. I think there will be some serious influence from the diplomat as well. ",163,Hope is critical to any camp. Without it a camp won't be nearly as likely to succeed. ,86,The most recent evidence is the most critical. Given that so many voters are supporting the pro-independence leader I think it's quite likely they could win. ,158,"It's important to recognize that voters can swing towards the status quo, but it's impossible to know how much and I'm assuming it's not a ton. So I'm guessing it'll help the No camp a bit. ",190,If polling information is irrelevant than it looks like each camp is equally likely. ,85,0,0,872,124.5714286,0.05,1,5,1,47,1,3,6,2,6,6,5,5,6,5,6,5.5,7,6,7,6,6.5,4,3,3,3,3.25,2,2,2,2,2,5,4,6,6,6,2,6,3,6,6,6,2,6,6,5,2,3,6,4.777777778,6,6,6,6,2,6,6,6,6,5.555555556,3,1,2,1
189,0,0,0,40,60,-10,65,35,0.625,30,70,-0.538461538,40,60,0.333333333,55,45,0.375,60,40,0.090909091,55,45,-0.083333333,15,10.81632653,50.71428571,-1.313936064,131.3936064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,5,1,47,1,2,3,3,5,5,4,1,1,1,1,1,5,5,3,5,4.5,5,4,4,5,4.5,3,3,3,3,3,2,6,5,5,5,6,5,5,5,6,6,5,5,3,6,5,3,5,4.888888889,3,5,5,5,3,5,5,3,3,4.111111111,3,1,2,1
112,0,0,0,50,50,0,75,25,0.5,30,70,-0.6,46,54,0.533333333,50,50,0.086956522,61,39,0.22,65,35,0.06557377,15,11.26530612,46.14285714,0.115123375,11.51233751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,2,3,3,5,3.25,3,5,5,2,3.75,7,6,7,6,6.5,5,6,6,6,5.75,1,2,2,2,1.75,6,5,6,7,7,6,6,5,6,7,6,6,7,6,7,6,6,6,6.166666667,4,5,7,7,6,7,7,7,6,6.222222222,3,1,1,4
296,1,0,0,65,35,35,60,40,-0.076923077,71,29,0.183333333,40,60,-0.436619718,49,51,0.225,58,42,0.183673469,61,39,0.051724138,4,7.551020408,42.28571429,5.018598306,501.8598306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,6,5,5,6,5.5,5,3,5,6,4.75,6,4,5,6,5.25,7,7,6,7,6.75,4,1,2,3,2.5,7,7,7,6,6,7,6,3,3,7,7,6,5,7,7,3,4,4,5.666666667,6,6,6,7,3,6,7,3,4,5.333333333,3,1,1,1
279,0,0,0,45,55,-5,65,35,0.444444444,55,45,-0.153846154,60,40,0.090909091,50,50,-0.166666667,55,45,0.1,60,40,0.090909091,15,5.102040816,44.28571429,-0.656321456,65.63214563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,5,1,47,1,2,3,3,4,3,3.25,3,4,3,3,3.25,4,3,5,4,4,5,4,3,5,4.25,4,3,5,1,3.25,3,3,2,5,2,2,2,3,3,2,3,6,4,4,3,2,2,5,3.111111111,4,5,5,6,4,4,5,5,5,4.777777778,3,1,1,4
19,1,0,0,37,63,63,45,55,0.216216216,15,85,-0.666666667,51,49,2.4,44,56,-0.137254902,31,69,-0.295454545,59,41,0.903225806,22,10.81632653,59.71428571,9.345723701,934.5723701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,12,0,1,3,3,5,2,3.25,2,2,2,2,2,6,5,5,6,5.5,5,3,3,4,3.75,5,3,5,6,4.75,2,6,5,2,1,7,4,4,6,2,4,4,4,2,2,6,4,4,3.833333333,6,6,4,5,3,6,5,4,4,4.777777778,3,1,2,4
73,0,0,0,58,42,8,72,28,0.24137931,47,53,-0.347222222,49,51,0.042553191,56,44,0.142857143,63,37,0.125,56,44,-0.111111111,2,6.040816327,42.71428571,1.156208044,115.6208044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,100,0,24,0,0,3,6,6,3,4.5,3,6,5,5,4.75,7,7,5,5,6,6,6,5,6,5.75,2,5,1,5,3.25,2,2,6,6,3,2,3,5,1,3,3,6,2,6,6,2,5,5,3.777777778,4,7,6,7,5,7,7,7,6,6.222222222,3,1,2,6
59,1,1,1,50,50,50,65,35,0.3,65,35,0,40,60,-0.384615385,40,60,0,45,55,0.125,45,55,0,5,8.571428571,50,7.148626374,714.8626374,"They are even right now, so it should suggest 50%",49,A favorable tax rule and social policy is more tangible than the opinions of people,83,Slogans do not matter much.,27,"More voters are leaning yes camp, favoring them.",48,This study is not relevant to this election.,44,"The number of no voters may be greater, thus shifting it toward median",70,It is hard to determine which side these voters will be,55,376,53.71428571,0.05,1,5,1,47,1,3,4,5,5,4,4.5,3,4,3,4,3.5,5,5,4,4,4.5,4,4,5,4,4.25,3,4,4,4,3.75,4,4,5,5,4,4,3,5,5,6,6,6,4,5,6,3,5,6,4.777777778,6,6,5,6,4,5,7,6,4,5.444444444,3,1,1,4
57,1,1,1,50,50,50,65,35,0.3,70,30,0.076923077,29,71,-0.585714286,35,65,0.206896552,50,50,0.428571429,50,50,0,0,10.20408163,50.14285714,7.203810967,720.3810967,"If the No camp is even with the Yes camp, then both camps have 50% of the vote. As to win, a party needs over 50% of the vote, both parties currently have equal likelihood of gaining 1% or more of supporters and winning the vote.",229,"Some Applans are likely to follow the opinion of a local celebrity if they like him, increasing the No camp's likelihood of winning the election. However, there are still some people that may not be swayed or who may trust the very senior diplomat on the matter.",262,"People are afraid of change and of uncertainty, so it is likely that the no camp will increase its support in this respect.",123,"If that many of the voters believe that the Yes camp won, then only the other 29% will believe that the No camp will win/voted for the No camp.",143,"If there is a possibility of 11% of voters joining the No camp, but the cases are not completely comparable, then it is very possible that a portion (about half) of the expected swing voters will join the No camp.",213,"Many people probably just don't speak up, but are afraid of the changes associated with the Yes camp. Therefore, with this in mind and the fact that the Yes vote is commonly overestimated, it is likely that the actual No camp support will increase.",248,"Out of the individuals who don't normally vote, but come out for big issues, there is a 50% chance of an increase in support for either side, so the probability of the No camp winning would remain the same.",206,1424,203.4285714,0.05,1,100,0,24,0,1,6,6,7,6,6.25,4,5,5,5,4.75,7,6,6,6,6.25,5,5,5,5,5,2,4,5,4,3.75,5,6,5,5,5,5,6,4,3,5,5,6,5,5,5,5,6,5,5.055555556,4,5,5,7,4,5,6,4,4,4.888888889,3,1,2,1
192,0,1,1,50,50,0,40,60,-0.2,30,70,-0.25,29,71,-0.033333333,33,67,0.137931034,51,49,0.545454545,50,50,-0.019607843,0,8.489795918,59.57142857,0.025777772,2.577777192,It is still not entirely clear so I put it at 50/50.,52,"Having support of someone senior makes ""no"" less likely because ""yes"" has new support",85,"The slogan for ""yes"" is way more engaging and positive",54,"While a lead is still held, ""yes"" is clearly gaining momentum.",62,This info seems to not dictate any changes in how I would think of the probability of winning,93,"It seems that ""no"" was being undervalued.",41,These new people could vote either way so no change.,52,439,62.71428571,0.05,1,5,1,47,1,3,5,4,5,4,4.5,4,6,5,6,5.25,5,4,5,6,5,5,5,5,6,5.25,4,4,4,5,4.25,3,3,7,4,4,4,5,4,4,3,1,4,3,3,3,4,4,3,3.666666667,5,4,5,5,4,6,7,6,4,5.111111111,3,1,1,1
83,1,0,0,60,40,40,45,55,-0.25,40,60,-0.111111111,34,66,-0.15,38,62,0.117647059,40,60,0.052631579,35,65,-0.125,25,6.163265306,58.28571429,5.647738218,564.7738218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,4,7,6,5.5,5,4,4,4,4.25,6,6,5,6,5.75,6,2,2,5,3.75,5,3,5,5,4.5,5,5,4,5,5,5,5,2,2,5,3,4,3,2,3,4,5,5,4,4,6,6,5,5,5,6,4,5,5.111111111,3,1,1,3
173,0,1,1,40,60,-10,55,45,0.375,30,70,-0.454545455,41,59,0.366666667,39,61,-0.048780488,42,58,0.076923077,36,64,-0.142857143,4,4.775510204,59.57142857,-1.403941906,140.3941906,"Because while still popular, they are losing support if they were winning three weeks ago, but are now only tying. ",115,"It's still really unclear. But generally it seems that many people in Apple are upset with the Union, and they would be likely to trust the advise of a diplomat for over 30 years. ",180,Because positive campaigns tend to do better than negative ones,63,"Because things keep moving into Yes's favor, it is becoming increasingly likely that they win, but you can't discount the people who are not passionate, who don't go to debates, and who want to stay with the status quo.",219,"I think this puts things a little more into ""yes""'s favor, but I don't think these studies can account for that much, especially as the cases vary dramatically.",160,"I definetely agree with this person. Although you can't discount those who are moving into the ""yes"" camp",105,"I feel like this will help ""yes"" because those people who  dont' come out for status quo elections will come out for this. ",123,965,137.8571429,0.1,0,5,1,12,0,1,4,3,6,5,4.5,1,3,5,1,2.5,7,7,6,4,6,7,7,7,7,7,7,7,6,7,6.75,7,6,7,6,6,7,7,7,7,7,6,6,6,1,7,1,6,7,5.944444444,7,7,5,7,5,4,7,6,7,6.111111111,3,1,2,1
94,1,1,1,45,55,55,45,55,0,40,60,-0.111111111,32,68,-0.2,33,67,0.03125,36,64,0.090909091,34,66,-0.055555556,11,4.693877551,62.14285714,7.822213203,782.2213203,It is less than 50% because they are on a downwards trend,57,"I have no way of knowing which of these opinions is more important, so I will keep it the same percentage.",106,"People tend to vote for ""hope"" since it is more positive. I decreased the odds of the No Camp.",94,Yes has a lot of momentum and I see no reason why it would slow down.,69,I don't think you can apply that sort of thing to this.,55,"I gave no a small bump. I don't know if it will affect this election, but it is worth noting.",93,"I don't know which was these people will vote, I think this just makes the votes more volatile.",95,569,81.28571429,0.05,1,500,0,47,1,2,2,1,5,4,3,3,2,3,3,2.75,5,3,4,3,3.75,3,4,5,4,4,5,4,5,4,4.5,2,5,4,4,2,3,3,2,4,2,4,4,4,6,4,7,2,2,3.555555556,3,3,5,4,4,5,5,5,4,4.222222222,3,1,1,1
163,1,0,0,42,58,58,50,50,0.19047619,40,60,-0.2,29,71,-0.275,34,66,0.172413793,38,62,0.117647059,41,59,0.078947368,1,4.693877551,60.85714286,8.297783487,829.7783487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,20,0,24,0,1,5,5,5,5,5,6,6,5,4,5.25,6,6,5,6,5.75,6,6,6,6,6,3,3,3,3,3,6,6,6,6,6,4,2,4,4,6,6,6,6,6,4,4,6,6,5.222222222,4,7,6,6,3,6,7,6,4,5.444444444,5,1,2,1
23,0,0,0,43,57,-7,59,41,0.372093023,54,46,-0.084745763,51,49,-0.055555556,59,41,0.156862745,64,36,0.084745763,59,41,-0.078125,16,5.346938776,44.42857143,-0.943532112,94.35321125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,5,1,47,1,2,4,2,5,5,4,2,3,6,5,4,5,6,4,6,5.25,6,6,5,6,5.75,6,5,5,5,5.25,6,6,5,5,4,6,6,6,5,7,6,4,4,5,6,3,6,5,5.277777778,5,7,7,6,5,4,7,4,2,5.222222222,2,1,1,3
41,1,1,1,50,50,50,70,30,0.4,40,60,-0.428571429,48,52,0.2,37,63,-0.229166667,33,67,-0.108108108,33,67,0,17,9.918367347,55.57142857,7.119164828,711.9164828,"Since the polling even out three weeks ago, there could be an even chance that they could win. So that makes 50% of winning each.",129,It is a little more likely that No camp will win since the famous author can influence the public more than the senior diplomat.,128,"Although the famous author could influence the public, but the public can also think for themselves. They would rather have a hopeful future than a lonesome one. ",162,"It increased a bit since No camp still show an overall lead, but some supporters may change to yes after the debate since 71% of voters said they won.",150,It decreased since more people what to change things.,53,It stay mostly the same since I don't believe in the evidence presented just now.,81,"It is the same, because the evidence didn't say which side the people are in.",77,780,111.4285714,0.05,1,5,1,47,1,3,6,3,6,5,5,2,2,1,2,1.75,6,6,5,6,5.75,2,1,1,2,1.5,5,2,6,5,4.5,1,4,2,2,5,2,2,2,2,3,3,3,5,1,6,2,2,3,2.777777778,5,6,3,5,3,6,7,5,4,4.888888889,2,1,2,4
298,0,1,1,42,58,-8,58,42,0.380952381,34,66,-0.413793103,30,70,-0.117647059,38,62,0.266666667,62,38,0.631578947,62,38,0,20,12.08163265,53.42857143,-1.036034595,103.6034595,There is a decreasing trend for this No camp. So it is slightly less than 50 percent,84,Author has more influence on the popular votes then a old diplomat. ,68,People want to see positive things ,35,The Yes camp is leading for the first time showing a clear trend ,65,Status quo is there ,20,Since there is an overestimation for the pro change yes. ,57,It is pretty likely that No will win unless there is a really bad thing going on in the nation. ,96,425,60.71428571,1.05,0,5,1,47,1,2,3,3,4,5,3.75,4,6,5,4,4.75,5,3,5,5,4.5,6,3,4,5,4.5,4,4,2,3,3.25,5,5,7,3,3,5,7,3,3,5,7,3,5,5,5,3,3,5,4.555555556,5,5,5,3,3,3,3,6,4,4.111111111,5,1,1,4
137,0,0,0,44,56,-6,60,40,0.363636364,63,37,0.05,33,67,-0.476190476,50,50,0.515151515,64,36,0.28,59,41,-0.078125,15,9.387755102,46.71428571,-0.7636468,76.36467996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,24,0,2,3,3,4,3,3.25,3,5,5,3,4,7,7,7,7,7,6,6,6,6,6,4,2,5,6,4.25,5,5,6,6,6,5,6,6,6,5,5,6,2,5,2,6,6,5,5.166666667,3,6,3,6,5,5,6,3,3,4.444444444,2,1,2,4
65,0,1,1,60,40,10,65,35,0.083333333,29,71,-0.553846154,63,37,1.172413793,47,53,-0.253968254,70,30,0.489361702,68,32,-0.028571429,8,11.10204082,42.57142857,1.558388999,155.8388999,"If it was leading at some point, it is probably still the front runner",70,More influential people want the vote to be no,46,People want certainty and hope,30,Polls are often inaccurate,26,The No camp was behind in the polls ,36,"No may be winning, but the media can influence public perception ",65,People who don't come out for elections may not want things to change,69,342,48.85714286,0.1,0,20,0,24,0,0,5,4,5,4,4.5,5,5,5,4,4.75,5,5,4,5,4.75,5,5,5,5,5,4,4,3,5,4,6,6,1,2,1,5,1,1,1,6,6,4,6,6,6,2,1,7,3.777777778,5,4,5,4,3,3,4,5,4,4.111111111,3,1,2,1
270,1,0,0,40,60,60,70,30,0.75,50,50,-0.285714286,40,60,-0.2,50,50,0.25,60,40,0.2,50,50,-0.166666667,10,7.755102041,48.57142857,8.649659864,864.9659864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,2,6,3,3.5,2,5,2,4,3.25,6,6,6,6,6,5,6,6,6,5.75,2,2,2,3,2.25,3,4,6,4,6,6,3,4,2,6,6,5,6,6,5,6,6,6,5,6,6,6,6,5,6,6,6,5,5.777777778,3,1,2,7
116,1,1,1,50,50,50,66,34,0.32,46,54,-0.303030303,31,69,-0.326086957,56,44,0.806451613,61,39,0.089285714,61,39,0,11,9.142857143,47,7.22666001,722.666001,most recent polls say its even,30,Major officials are saying vote no,34,Yes theme is more inspiring,27,Yes camp did better in debate,29,people seem to like status quo,30,no vote may be silent but present,33,quiet no voters,15,198,28.28571429,0.1,0,100,0,47,1,1,2,2,5,3,3,4,5,3,5,4.25,6,6,6,6,6,5,5,6,6,5.5,2,2,2,5,2.75,5,5,3,3,3,5,3,3,3,5,5,3,5,5,5,3,3,5,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1
257,0,0,0,40,60,-10,39,61,-0.025,37,63,-0.051282051,20,80,-0.459459459,25,75,0.25,50,50,1,56,44,0.12,16,9.265306122,61.85714286,-1.309391644,130.9391644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,12,0,2,2,6,2,2,3,5,5,4,4,4.5,5,5,5,5,5,4,4,4,4,4,3,2,3,4,3,1,1,7,6,3,1,7,7,6,2,5,6,5,2,5,3,3,5,4.166666667,4,5,4,5,4,4,5,4,4,4.333333333,3,1,2,1
125,1,0,0,50,50,50,80,20,0.6,20,80,-0.75,30,70,0.5,32,68,0.066666667,48,52,0.5,42,58,-0.125,8,13.87755102,56.85714286,7.255952381,725.5952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,100,0,24,0,0,4,3,4,4,3.75,4,5,4,5,4.5,5,5,5,5,5,5,3,3,4,3.75,4,3,4,3,3.5,5,6,2,2,3,3,4,5,5,2,3,3,3,6,5,2,5,3,3.722222222,3,6,5,5,5,5,2,3,4,4.222222222,3,1,2,2
226,1,0,0,44,56,56,70,30,0.590909091,43,57,-0.385714286,69,31,0.604651163,42,58,-0.391304348,54,46,0.285714286,74,26,0.37037037,30,12.36734694,43.42857143,8.153518039,815.3518039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,100,0,24,0,0,3,5,4,3,3.75,5,5,6,6,5.5,7,7,5,7,6.5,6,6,6,2,5,6,2,3,3,3.5,7,7,1,4,7,4,7,4,4,4,6,1,5,7,1,4,4,1,4.333333333,3,7,5,5,2,2,7,1,6,4.222222222,2,1,1,7
250,1,1,1,60,40,40,70,30,0.166666667,40,60,-0.428571429,28,72,-0.3,55,45,0.964285714,65,35,0.181818182,55,45,-0.153846154,5,11.02040816,46.71428571,5.775764711,577.5764711,"I gave them a 60% probability because despite the latest result saying that they are even, the historical data supports the no camp being ahead. ",145,"The Union appears to have given in to some of their demands offering them some more independence without having to secede. This was also supported by a public figure, someone probably more popular than a diplomat despite lacking his expertise. ",244,Hope is more enticing to people than uncertainty and risk when they are going through difficult times.,102,"It seems that people are now breaking towards yet, but I kept the percentage at 40 because past polling showing the no camp in the lead can't be discounted.",156,"The referendum shows that voters will probably swing towards the no camp, so despite the yes camp pulling ahead, it seems votes will go towards no in the end.",158,This new information points towards more people in the no camp than the polls are showing or estimating.,104,"I shifted this towards 50% because more people may turnout, evening the odds because these people may be excited or more passionate about independence.",151,1060,151.4285714,0.05,1,100,0,47,1,2,3,5,5,4,4.25,5,5,6,6,5.5,5,5,4,5,4.75,5,5,5,4,4.75,5,5,4,5,4.75,6,5,6,5,5,3,5,2,5,5,5,5,6,3,3,5,2,5,4.5,5,6,6,6,4,5,6,5,4,5.222222222,3,1,1,4
217,0,0,0,30,70,-20,50,50,0.666666667,35,65,-0.3,30,70,-0.142857143,40,60,0.333333333,50,50,0.25,60,40,0.2,30,9.591836735,57.85714286,-2.713265306,271.3265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,2,3,5,3,3.25,3,5,2,3,3.25,6,6,6,6,6,5,5,5,5,5,2,3,3,3,2.75,6,6,5,6,6,5,5,3,4,6,6,6,5,5,5,3,5,6,5.166666667,5,6,5,6,3,3,6,4,5,4.777777778,3,1,1,1
