userid,clarity,account,feltacc,ev1,ev1abs_acc,ev1reldiff,ev2,ev2abs_acc,ev2reldiff,ev3,ev3abs_acc,ev3reldiff,ev4,ev4abs_acc,ev4reldiff,ev5,ev5abs_acc,ev5reldiff,ev6,ev6abs_acc,ev6reldiff,ev7,ev7abs_acc,ev7reldiff,totdeviation,avedev,aveabs_acc,avereldiff,evtext1,evtext1len,evtext2,evtext2len,evtext3,evtext3len,evtext4,evtext4len,evtext5,evtext5len,evtext6,evtext6len,evtext7,evtext7len,totalevtext,avgevtext,crt1,crt1_correct,crt2,crt2_correct,crt3,crt3_correct,crt_total,consc_1,consc_2,consc_3,consc_4,consc,extra_1,extra_2,extra_3,extra_4,extra,agree_1,agree_2,agree_3,agree_4,agree,open_1,open_2,open_3,open_4,open,neuro_1,neuro_2,neuro_3,neuro_4,neuro,need.cog_1,need.cog_2,need.cog_3,need.cog_4,need.cog_5,need.cog_6,need.cog_7,need.cog_8,need.cog_9,need.cog_10,need.cog_11,need.cog_12,need.cog_13,need.cog_14,need.cog_15,need.cog_16,need.cog_17,need.cog_18,need.cog,aomt_1,aomt_2,aomt_3,aomt_4,aomt_5,aomt_6,aomt_7,aomt_8,aomt_9,aomt,educ,age,gender,race,debrief,end,LocationLatitude,LocationLongitude,LocationAccuracy
163,1,0,0,42,58,58,50,50,8,40,60,10,29,71,11,34,66,5,38,62,4,41,59,3,1,4.693877551,60.85714286,6.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,20,0,24,0,1,5,5,5,5,5,6,6,5,4,5.25,6,6,5,6,5.75,6,6,6,6,6,3,3,3,3,3,6,6,6,6,6,4,2,4,4,6,6,6,6,6,4,4,6,6,5.222222222,4,7,6,6,3,5,3,6,4,4.888888889,5,1,2,1,1,1,39.95970154,-75.19680023,-1
164,0,0,0,50,50,0,75,25,25,30,70,-45,55,45,25,50,50,-5,70,30,20,70,30,0,20,12.44897959,42.85714286,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,4,5,5,6,5,4,6,3,4,4.25,7,7,7,7,7,3,5,6,3,4.25,3,6,5,6,5,4,6,7,7,7,7,4,5,2,6,6,6,6,4,6,6,6,7,5.666666667,4,6,5,7,5,3,5,4,5,4.888888889,3,1,2,1,1,1,39.95970154,-75.19680023,-1
165,1,0,0,45,55,55,32,68,13,57,43,25,39,61,18,57,43,18,28,72,29,51,49,23,6,9.551020408,55.85714286,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,49,0,2,5,5,5,5,5,4,5,3,5,4.25,5,5,5,5,5,5,4,4,4,4.25,5,3,5,3,4,5,5,3,3,3,5,3,3,3,5,5,3,5,5,5,3,3,5,4,5,5,5,3,3,5,3,5,5,4.333333333,3,1,1,4,1,1,39.95970154,-75.19680023,-1
166,0,1,1,40,60,-10,45,55,5,35,65,-10,31,69,-4,30,70,-1,70,30,40,73,27,3,33,14.40816327,53.71428571,5.5,The decreased lead shows that once the election gets closer more people take an interest rather than those who have pushed the 'no camp' since the beginning.,157,People tend to trust authority figures with relevant experience.,64,Slogans tend to sway the uninformed voter.,42,Showing a wide margin of victory tends to convince voters of opinions that may not be representative of the whole.,114,Last minute momentum shifts tend towards the status quo and voters tend to remain complacent with the norm.,107,I misinterpreted which camp was pro-change. The most politically active tend to be those who desire the most change.,116,"When the media stresses the importance of these elections, many unlikely voters will participate.",97,697,99.57142857,0.10,0,20,0,47,1,1,5,2,6,4,4.25,3,3,4,3,3.25,5,5,4,4,4.5,4,6,5,3,4.5,5,6,5,6,5.5,3,3,3,3,3,2,7,3,3,4,4,3,4,1,3,7,2,6,3.555555556,5,5,5,3,4,4,4,5,4,4.333333333,3,1,1,1,1,1,39.95970154,-75.19680023,-1
168,0,1,1,50,50,0,62,38,12,38,62,-24,32,68,-6,36,64,4,48,52,12,35,65,-13,15,8.857142857,57,-2.5,"I think the election could go either way because though No vote has had a strong lead, the Yes vote has gained traction",119,There are more public persuasions to vote No that can sway those on the fence,77,"If Apple has had desires to secede, then there must have been historical issues so a hope for a new future is a positive convincing statement, while the No statement is negative ",178,"Debates are pretty strong indicators of how the public feels towards the ""candidates"", though it is hard to know because not everyone votes",139,"Using the first question's info and this info, I would expect No to lose the election",85,This info makes the chance of No winning closer to 50/50,56,"If more people vote, then based on the debate results, the No camp ought not to win",83,737,105.2857143,0.05,1,5,1,47,1,3,6,6,6,6,6,5,6,5,6,5.5,6,6,6,6,6,6,3,3,6,4.5,5,4,4,4,4.25,6,7,6,6,6,7,6,3,6,7,5,3,5,3,5,5,5,5,5.333333333,3,6,5,6,3,5,3,5,5,4.555555556,5,1,2,1,1,1,39.95970154,-75.19680023,-1
169,1,0,0,50,50,50,72,28,22,24,76,48,45,55,21,42,58,3,51,49,9,62,38,11,12,10.65306122,50.57142857,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,5,4,4,4.5,2,3,3,3,2.75,5,5,5,5,5,6,6,5,6,5.75,5,5,4,6,5,3,5,6,6,6,6,4,3,4,6,6,6,5,5,2,5,5,6,4.944444444,5,7,6,5,3,5,3,5,5,4.888888889,3,1,1,4,1,1,39.95970154,-75.19680023,-1
170,0,0,0,50,50,0,50,50,0,45,55,-5,35,65,-10,61,39,26,65,35,4,50,50,-15,0,6.93877551,49.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,4,5,5,4.75,4,5,4,4,4.25,7,6,6,6,6.25,6,6,6,6,6,5,3,3,5,4,4,5,5,5,2,5,4,2,5,6,6,5,5,5,6,2,5,5,4.555555556,5,6,5,5,3,5,3,7,5,4.888888889,3,1,2,4,1,1,39.95970154,-75.19680023,-1
171,1,1,1,40,60,60,40,60,0,32,68,8,26,74,6,26,74,0,23,77,3,24,76,1,16,6.163265306,69.85714286,3,"The fact that it went down in polling when the actual election got closer makes me believe that ben though it is now even, it won't win ",136,Influence of leaders is important in marking the way people will vote and PM could be more persuasive as a figure than a senior diplomat ,137,People are afraid of uncertainty and are more likely to stay content with the status quo ,89,"The debate is important, but I don't think it is completely crucial in changing mindsets ",89,"Past experiences could serve as examples and it is likely that in the final month of polling before the election, people saying no could change their minds ",156,This sociologist's voice would probably be ignored and not have a huge impact ,78,"It is true, given the importance of a vote like this, it is possible that more people will go out and vote",106,791,113,0.10,0,100,0,47,1,1,5,3,5,3,4,4,6,5,6,5.25,7,7,6,7,6.75,6,3,6,6,5.25,2,5,6,2,3.75,2,5,5,7,7,2,7,3,6,5,5,7,4,4,1,7,6,6,4.944444444,5,5,6,5,3,5,3,1,5,4.222222222,3,1,2,3,1,1,39.95970154,-75.19680023,-1
172,1,0,0,50,50,50,50,50,0,47,53,3,47,53,0,47,53,0,47,53,0,46,54,1,4,1.306122449,52.28571429,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,500,0,47,1,2,6,2,6,6,5,5,4,4,4,4.25,6,6,4,6,5.5,6,6,6,6,6,4,5,5,4,4.5,5,5,6,6,6,5,6,6,3,5,5,6,5,5,5,3,6,5,5.166666667,3,6,4,6,4,4,4,5,4,4.444444444,3,1,2,1,1,1,39.95970154,-75.19680023,-1
173,0,1,1,40,60,-10,55,45,15,30,70,-25,41,59,11,39,61,-2,42,58,3,36,64,-6,4,4.775510204,59.57142857,-0.666666667,"Because while still popular, they are losing support if they were winning three weeks ago, but are now only tying. ",115,"It's still really unclear. But generally it seems that many people in Apple are upset with the Union, and they would be likely to trust the advise of a diplomat for over 30 years. ",180,Because positive campaigns tend to do better than negative ones,63,"Because things keep moving into Yes's favor, it is becoming increasingly likely that they win, but you can't discount the people who are not passionate, who don't go to debates, and who want to stay with the status quo.",219,"I think this puts things a little more into ""yes""'s favor, but I don't think these studies can account for that much, especially as the cases vary dramatically.",160,"I definetely agree with this person. Although you can't discount those who are moving into the ""yes"" camp",105,"I feel like this will help ""yes"" because those people who  dont' come out for status quo elections will come out for this. ",123,965,137.8571429,0.10,0,5,1,12,0,1,4,3,6,5,4.5,1,3,5,1,2.5,7,7,6,4,6,7,7,7,7,7,7,7,6,7,6.75,7,6,7,6,6,7,7,7,7,7,6,6,6,1,7,1,6,7,5.944444444,7,7,5,7,5,3,5,6,7,5.777777778,3,1,2,1,1,1,39.95970154,-75.19680023,-1
174,0,0,0,70,30,20,34,66,-36,13,87,-21,28,72,15,60,40,32,59,41,-1,50,50,-9,20,17.02040816,55.14285714,-3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,2,2,6,3,3.25,6,6,5,5,5.5,6,3,5,5,4.75,3,3,3,2,2.75,2,6,2,3,3.25,5,5,5,5,3,5,3,2,2,3,5,5,3,6,6,2,2,5,4,6,6,6,6,2,6,2,6,5,5,3,1,2,3,1,1,39.95970154,-75.19680023,-1
175,1,1,1,20,80,80,30,70,10,11,89,19,6,94,5,10,90,4,17,83,7,3,97,14,17,7.265306122,86.14285714,9.833333333,Some new information was presented that drastically swayed the election,71,"People are speaking in favor of ""no""",36,positivity and optimism are convincing,38,"The ""yes"" camp is becoming more popular ",40,i dont understand this development,34,"They are underestimating the ""no"" votes",39,"People will vote in favor of the previously ahead ""yes"" camp",60,318,45.42857143,0.10,0,100,0,12,0,0,7,1,7,1,4,7,7,7,7,7,7,7,7,7,7,7,7,1,7,5.5,7,7,7,7,7,1,1,7,7,7,1,7,7,7,1,1,7,1,1,1,7,7,1,4,7,7,7,1,1,7,1,7,7,5,3,1,2,3,1,1,39.95970154,-75.19680023,-1
176,0,0,0,50,50,0,57,43,7,74,26,17,46,54,-28,59,41,13,70,30,11,69,31,-1,19,8.816326531,39.28571429,3.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,4,5,5,5,4.75,3,7,5,5,5,6,3,6,6,5.25,2,2,2,2,2,3,2,4,1,2.5,3,3,5,6,4,2,3,3,3,3,5,5,3,3,3,5,3,3,3.611111111,3,6,5,5,5,3,5,5,5,4.666666667,3,1,2,4,1,1,39.95970154,-75.19680023,-1
177,0,1,1,39,61,-11,50,50,11,50,50,0,39,61,-11,39,61,0,62,38,23,61,39,-1,22,8.204081633,51.42857143,3.666666667,"Because the No camp is starting to lag, it seems likely that they will continue on this trend and fall further behind.",118,"With more voices speaking in support of the No camp, this has increased the likelihood of people voting no.",107,"The slogans have been the same all along, so I do not think that this affects my previous estimates. However, negativity and worrying often does resonate with voters.",166,"The No camp continues to trend downwards, so the Yes  camp is more likely to win.",81,"This makes it more likely that the No camp will win the election because even though polls indicate that the Yes camp is pulling ahead, that may not be the final outcome.",170,"This negates the previous evidence that the Yes camp was pulling ahead, so it seems as though the No camp may actually still be in the lead.",140,"It is still likely that people will come out to vote who have not been accounted for, and they will probably vote in favor of changing the status quo, but it is unlikely that this number will be great enough to change what the polling indicates.",245,1027,146.7142857,0.05,1,20,0,47,1,2,1,2,7,2,3,4,2,6,2,3.5,6,6,6,6,6,7,6,5,7,6.25,5,6,4,6,5.25,5,6,6,4,6,3,6,4,3,6,6,6,6,5,6,6,6,6,5.333333333,4,6,4,6,4,4,4,6,3,4.555555556,2,1,2,1,1,1,39.95970154,-75.19680023,-1
178,1,1,1,75,25,25,71,29,4,70,30,1,61,39,9,61,39,0,63,37,2,59,41,4,16,5.387755102,34.28571429,3.333333333,"The No vote has had a lead throughout most of the year. Even though it is even with Yes at 3 weeks to go, it is still likely that No will win",141,"From previous evidence, it is more likely that No will win, and the support of the most famous author will help No. The senior diplomat's urging decreases the probability a bit.",177,"No is still likely to win, even though Yes has a better slogan",62,"The new data decreases the likelihood a lot, though No will probably still win. Even though opponents and undecideds are leaning toward yes, No still has the lead.",163,"The probability probably won't be affected much by this data, since the cases are very different",96,"Probability increased a bit from this data, but the estimations of polls aren't that reliable",93,"No still likely to win, but the sudden appearance of people who don't usually vote may swing the election in either direction",125,857,122.4285714,0.10,0,100,0,47,1,1,3,3,5,3,3.5,2,2,2,2,2,5,5,4,5,4.75,5,5,3,5,4.5,3,4,5,5,4.25,3,3,5,3,3,3,5,3,3,4,5,6,4,3,5,3,6,6,4.055555556,4,6,5,6,5,3,5,3,5,4.666666667,3,1,2,4,1,1,39.95970154,-75.19680023,-1
179,1,0,0,40,60,60,50,50,10,70,30,20,20,80,50,30,70,10,50,50,20,50,50,0,10,12.24489796,55.71428571,18.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,2,6,7,5,5,7,6,6,6,6.25,7,7,5,7,6.5,5,6,6,6,5.75,2,7,3,1,3.25,6,6,6,6,6,6,6,6,6,7,6,6,5,6,6,6,6,6,6,5,6,5,6,6,2,6,3,6,5,3,1,1,1,1,1,39.95970154,-75.19680023,-1
180,1,1,1,30,70,70,50,50,20,30,70,20,19,81,11,9,91,10,35,65,26,50,50,15,20,11.26530612,68.14285714,17,The Yes camp has caught up very suddenly and rapidly.,53,There are two prestigious members of Apple advocating for both sides,68,The Yes theme is much more positive and optimistic.,51,"It seems that the Yes camp has passed the No camp, and there are only two weeks until the election.",99,"If the Yes camp is in the lead, many will give into the status quo.",67,It seems that the polls were inaccurate and the No camp may have a decent chance. ,82,Obviously this election could be a toss up with many new voters coming into play.,81,501,71.57142857,0.05,1,100,0,47,1,2,7,1,7,1,4,6,6,6,6,6,6,6,6,6,6,3,4,4,4,3.75,2,2,2,2,2,6,6,6,2,6,6,6,6,6,6,6,6,6,2,6,6,6,2,5.333333333,5,6,6,6,3,5,3,5,5,4.888888889,3,1,1,1,1,1,39.95970154,-75.19680023,-1
181,0,0,0,45,55,-5,55,45,10,40,60,-15,35,65,-5,42,58,7,47,53,5,50,50,3,5,5.020408163,55.14285714,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,5,5,3,4,2,2,3,3,2.5,5,4,5,5,4.75,5,5,3,3,4,3,3,5,5,4,2,2,5,5,5,6,6,5,5,6,6,5,6,3,6,1,5,3,4.555555556,6,6,6,6,6,2,6,6,4,5.333333333,3,1,1,4,1,1,39.95970154,-75.19680023,-1
182,0,1,1,70,30,20,76,24,6,79,21,3,54,46,-25,61,39,7,71,29,10,59,41,-12,11,7.836734694,32.85714286,-1.833333333,"no votes have been consistent, while yes votes have dwindled and most likely gone to the no side, this movement has lost momentum and voters. ",142,"Though one important figure has endorsed the yes movement, the no camp still has more support and consistent votership.",119,"""hope for a new feature"" is very vague, and the negative consequences of the no slogan probably scare a lot of voters. ",119,"The two seem 50/50, the yes camp has gained movement and receives a final push, yet the no camp has still been consistent. ",123,"I don't think these cases are too different, people follow the status quo when they are scared of the future. ",110,"In general, the polls probably say the yes camp is in the lead due to sensationalism, when the no votes have been underestimated.",129, I think the people that rarely vote will vote against the status quo.,70,812,116,0.10,0,100,0,47,1,1,2,2,5,5,3.5,5,6,5,5,5.25,5,6,5,5,5.25,7,6,6,6,6.25,3,6,3,5,4.25,5,5,5,1,1,5,3,3,2,6,3,3,3,6,6,3,7,6,4.055555556,4,6,4,5,5,3,5,5,6,4.777777778,3,1,2,1,1,1,39.95970154,-75.19680023,-1
184,1,1,1,50,50,50,50,50,0,50,50,0,50,50,0,75,25,25,85,15,10,85,15,0,35,15.51020408,36.42857143,5.833333333,They are even in the polls so at this point I think there is a 50% percent chance that either could win.,104,The author has more of a report with the general public so his endorsement may encourage many to vote no. Also the new political initiatives offered by the Prime Minister may satisfy many people's reasons for wanting seccession,227,The no camp is appearing to people's fear which is very good at convincing people to do things.,95,The yes camp put in a big push at the end and I think that they are winning the opinion of the public but the no camp still has a chance considering all of their progress from the earlier parts of the campaign.,210,"Considering the no camp's nearly consistent lead throughout the campaign and the evidence supporting people's attraction to the status quo when it comes down to the end, I think they have a very good chance of winning.",218,The no camp seems to have more support than initially thought. They have the stronger campaign overall.,103,"This new evidence does not change my opinion either way, it simply adds an unknown to the situation.",100,1057,151,0.05,1,5,1,47,1,3,3,3,6,4,4,3,6,6,5,5,6,5,5,5,5.25,5,5,5,5,5,3,3,3,2,2.75,4,5,6,4,6,6,3,3,3,6,6,6,5,6,5,6,4,4,4.888888889,5,6,5,5,5,3,5,4,4,4.666666667,3,1,2,1,1,NA,NA,NA,-1
185,1,0,0,0,100,100,45,55,45,37,63,8,30,70,7,31,69,1,49,51,18,62,38,13,62,13.67346939,63.71428571,15.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,6,5,5,4.75,2,3,3,4,3,6,6,6,6,6,6,4,5,6,5.25,2,2,3,2,2.25,6,6,6,5,6,6,4,4,4,6,6,7,6,6,5,5,5,6,5.5,6,7,7,6,3,5,3,6,5,5.333333333,3,1,1,3,1,1,39.95970154,-75.19680023,-1
187,1,0,0,61,39,39,75,25,14,72,28,3,67,33,5,67,33,0,71,29,4,70,30,1,9,3.428571429,31,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,3,2,3,3,2.75,5,2,3,2,3,6,6,6,5,5.75,3,2,2,2,2.25,3,6,5,6,5,5,5,4,3,5,5,2,2,2,5,2,2,5,2,2,2,2,5,3.333333333,5,6,6,6,3,5,3,6,6,5.111111111,3,1,2,1,1,1,40.00849915,-75.26049805,-1
188,0,1,1,65,35,15,54,46,-11,52,48,-2,52,48,0,58,42,6,60,40,2,60,40,0,5,3.959183673,42.71428571,-0.833333333,polls over time are more likely to reflect the final proportion because those who commit earlier are more likely to turnout ,124,it is hard to say given the lack of information about the demographics and  culture of Apple and how the existing administration is viewed. ,140,it is still difficult for the same reasons as before. it is hard to know if people would respond positively to these slogans if we don't know anything about them. ,163,"the no camp seems to have the lead it has had throughout. i think few people watch debates and if those that do are likely to be undecided or recently-decided. Thus, the 71% can probably be explained by the trendlines",217,"i don't think this changes my estimate of the probability because 11% does not seem very convincing, especially if there was a large standard deviation. furthermore, this does not say what the final result was and if that had remained constant over the years. ",260,"this supports my previous conceptions, so i increased the probability by a point or two. ",89,"studies are generally not convincing to me because there are few questions without contradictory claims by the literature. also, this is a very general finding (not specific to place) and it doesn't give sway to a particular side.",230,1223,174.7142857,0.05,1,100,0,47,1,2,1,1,4,2,2,6,4,5,6,5.25,4,5,5,3,4.25,6,7,7,6,6.5,2,6,2,5,3.75,7,7,6,6,7,5,7,7,3,7,7,7,6,6,7,7,7,5,6.333333333,3,7,6,6,6,2,6,6,6,5.333333333,3,1,2,1,1,1,39.94070435,-75.22810364,-1
189,0,0,0,40,60,-10,65,35,25,30,70,-35,40,60,10,55,45,15,60,40,5,55,45,-5,15,10.81632653,50.71428571,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,5,1,47,1,2,3,3,5,5,4,1,1,1,1,1,5,5,3,5,4.5,5,4,4,5,4.5,3,3,3,3,3,2,6,5,5,5,6,5,5,5,6,6,5,5,3,6,5,3,5,4.888888889,3,5,5,5,3,5,3,3,3,3.888888889,3,1,2,1,1,1,39.95970154,-75.19680023,-1
190,1,1,1,80,20,20,60,40,20,60,40,0,20,80,40,30,70,10,30,70,0,40,60,10,40,17.95918367,54.28571429,13.33333333,The initial consistent lead of the No camp highly predicts its victory in the election.,87,I think the package of self-rule initiatives would have the greatest effect on voters.,86,I do not think the theme has that much of an impact on votes.,61,People tend to think the side they support wins debates therefore 71% is very indicative of votes.,98,I don't think this information is very indicative of votes.,59,This comment does not say much.,31,This is not very indicative.,28,450,64.28571429,0.10,0,100,0,47,1,1,6,7,7,7,6.75,5,6,2,6,4.75,5,6,4,6,5.25,5,6,6,6,5.75,3,2,5,3,3.25,5,5,4,4,5,4,4,3,4,4,5,4,5,5,1,3,6,4,4.166666667,5,5,6,6,5,3,5,5,5,5,3,1,2,3,1,1,39.95970154,-75.19680023,-1
191,1,1,1,40,60,60,40,60,0,40,60,0,40,60,0,28,72,12,35,65,7,31,69,4,9,4.244897959,63.71428571,3.833333333,The Yes camp is even and has momentum,37,This doesn't really change much. You have influential people on both sides. ,76,Neither slogan is anything special. Nothing changes,51,Clear that the Yes camp has the lead and momentum. ,51,"First of all, I think I did the opposite of what I meant to do on the last one. Forgot I was picking the # for the No camp. Anyway, this data gives the No camp a BIT of a better chance, but not much. ",200,Sounds like some statistic data is supporting the no camp's odds. ,66,Not sure what new voters would do. ,35,516,73.71428571,0.05,1,2,0,47,1,2,4,5,5,3,4.25,6,6,5,6,5.75,5,6,4,6,5.25,5,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,5,4,5,4,4,4,3,4,4,3.944444444,5,5,5,5,4,4,4,5,5,4.666666667,3,1,1,1,1,1,39.95970154,-75.19680023,-1
192,0,1,1,50,50,0,40,60,-10,30,70,-10,29,71,-1,33,67,4,51,49,18,50,50,-1,0,8.489795918,59.57142857,0,It is still not entirely clear so I put it at 50/50.,52,"Having support of someone senior makes ""no"" less likely because ""yes"" has new support",85,"The slogan for ""yes"" is way more engaging and positive",54,"While a lead is still held, ""yes"" is clearly gaining momentum.",62,This info seems to not dictate any changes in how I would think of the probability of winning,93,"It seems that ""no"" was being undervalued.",41,These new people could vote either way so no change.,52,439,62.71428571,0.05,1,5,1,47,1,3,5,4,5,4,4.5,4,6,5,6,5.25,5,4,5,6,5,5,5,5,6,5.25,4,4,4,5,4.25,3,3,7,4,4,4,5,4,4,3,1,4,3,3,3,4,4,3,3.666666667,5,4,5,5,4,4,4,6,4,4.555555556,3,1,1,1,1,1,39.95970154,-75.19680023,-1
193,0,0,0,19,81,-31,20,80,1,9,91,-11,5,95,-4,5,95,0,5,95,0,8,92,3,11,5.346938776,89.85714286,-1.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,47,1,1,2,2,6,3,3.25,4,6,6,6,5.5,7,6,6,7,6.5,7,7,7,7,7,4,2,2,3,2.75,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,6.611111111,5,7,7,7,7,1,7,7,7,6.111111111,2,1,1,1,1,1,39.95970154,-75.19680023,-1
194,1,0,0,80,20,20,80,20,0,80,20,0,50,50,30,60,40,10,70,30,10,70,30,0,10,8.571428571,30,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,5,3,6,6,5,5,6,6,6,5.75,6,6,6,6,6,5,6,6,5,5.5,2,3,3,2,2.5,6,6,6,5,5,4,5,4,5,6,6,6,4,6,6,5,5,5,5.277777778,5,6,6,6,6,2,6,3,6,5.111111111,5,1,1,1,1,1,39.95970154,-75.19680023,-1
195,1,0,0,75,25,25,40,60,35,50,50,10,40,60,10,40,60,0,45,55,5,45,55,0,30,8.367346939,52.14285714,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,500,0,47,1,2,3,7,7,6,5.75,3,5,6,4,4.5,7,6,6,4,5.75,2,3,3,2,2.5,3,4,5,5,4.25,3,5,5,4,3,3,6,1,2,3,3,3,3,2,5,4,6,3,3.555555556,4,6,5,6,3,5,3,4,3,4.333333333,NA,NA,NA,NA,NA,NA,NA,NA,-1
197,0,1,1,40,60,-10,50,50,10,45,55,-5,30,70,-15,38,62,8,47,53,9,44,56,-3,4,5.142857143,58,0.666666667,The independence camp seems to be catching up.,46,"The package of rules seems enticing for Apple citizens, and the diplomat and author's voices may cancel each other out",118,The positive message of the Yes camp seems stronger than the negative message from the No camp,94,The momentum seems to continue for the Yes camp,47,"The study may have some sway, but not enough",44,"The sociologist has some good points, but I think that the independence movement still has a better than average chance",119,"Both pro- and anti-independence voters are likely to be affected by this phenomena, so I think it has little effect",115,583,83.28571429,0.05,1,5,1,47,1,3,2,2,6,3,3.25,2,2,3,5,3,5,4,5,3,4.25,5,6,6,5,5.5,3,3,2,5,3.25,2,6,6,6,5,5,6,5,6,7,5,7,6,6,6,5,6,6,5.611111111,7,6,6,6,6,2,6,6,6,5.666666667,3,1,1,1,1,1,39.95970154,-75.19680023,-1
198,1,1,1,40,60,60,70,30,30,30,70,40,19,81,11,9,91,10,9,91,0,21,79,12,19,15.75510204,71.71428571,17.16666667,Because the Yes camp is gaining momentum.,41,PM is more powerful than senior diplomat. And author has influence too.,71,People will vote for the hopeful outcome.,41,Seems like Yes has the lead now for sure.,41,Even more evidence for Yes camp,31,Doesn't swing my opinion. Yes will still win.,45,I'm slightly less confident because it seems as though polls aren't a sure thing.,81,351,50.14285714,0.05,1,5,1,47,1,3,7,7,7,6,6.75,7,7,6,6,6.5,4,4,4,4,4,7,7,7,7,7,7,6,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,6.666666667,1,7,4,7,4,4,4,7,7,5,2,1,1,1,1,1,39.95970154,-75.19680023,-1
199,0,0,0,50,50,0,34,66,-16,41,59,7,55,45,14,61,39,6,45,55,-16,46,54,1,4,6.775510204,52.57142857,-0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,5,5,5,5,5,2,2,3,3,2.5,7,7,7,7,7,6,5,6,6,5.75,3,3,3,4,3.25,4,4,5,3,4,3,3,5,2,4,5,6,4,6,4,3,5,4,4.111111111,4,6,4,6,4,4,4,5,5,4.666666667,3,1,1,3,1,1,39.95970154,-75.19680023,-1
200,1,0,0,50,50,50,40,60,10,40,60,0,29,71,11,20,80,9,32,68,12,30,70,2,20,7.632653061,65.57142857,7.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,500,0,47,1,2,5,5,6,4,5,5,6,6,5,5.5,7,2,6,6,5.25,6,6,6,6,6,2,2,2,6,3,6,6,6,6,7,6,6,4,2,6,5,6,6,6,4,6,5,4,5.388888889,5,6,5,6,3,5,3,3,4,4.444444444,2,1,2,1,1,1,39.95970154,-75.19680023,-1
201,1,1,1,40,60,60,45,55,5,50,50,5,35,65,15,35,65,0,50,50,15,55,45,5,15,6.530612245,55.71428571,7.5,The trend shows that the Yes camp is gaining momentum and is now even with the No camp.,87,The most famous author most likely reaches his audience on an emotional level which will cause voters to more likely vote for the No camp.,138,"People want to avoid loss more than they want to find reward. Therefore, people will be more afraid to lose security by choosing the Yes camp and will choose the No camp. ",171,A party's leader and his ability to speak and persuade publicly is hugely important. The Yes camp's leader's showing at the debate will cause unsure voters to move to the Yes camp.,180,"Most likely, there will be a swing to the No camp in the final month of polling. However, the swing might not be large enough to salvage victory for the No camp.",161,"Because the polls were wrong, everything changes. The silent majority is the key, and although the Yes camp will have more outspoken members, the No camp will have higher numbers.",179,"To keep the status quo, many silent and inactive No camp members will come out to vote in the election.",103,1019,145.5714286,0.05,1,5,1,47,1,3,5,6,6,6,5.75,7,7,6,6,6.5,5,6,4,6,5.25,4,7,6,5,5.5,2,3,3,4,3,5,6,5,1,1,7,1,4,4,6,5,5,5,6,6,1,1,4,4.055555556,5,7,7,6,7,1,7,7,6,5.888888889,3,1,1,1,1,1,39.95970154,-75.19680023,-1
