start,end,id,certainty,account,ev1,ev1abs_acc,ev1reldiff,ev2,ev2abs_acc,ev2reldiff,ev3,ev3abs_acc,ev3reldiff,ev4,ev4abs_acc,ev4reldiff,ev5,ev5abs_acc,ev5reldiff,ev6,ev6abs_acc,ev6reldiff,ev7,ev7abs_acc,ev7reldiff,totdeviation,avedev,aveabs_acc,avereldiff,percent_change1,percent_change2,percent_change3,percent_change4,percent_change5,percent_change6,evtext1,evtext1len,evtext2,evtext2len,evtext3,evtext3len,evtext4,evtext4len,evtext5,evtext5len,evtext6,evtext6len,evtext7,evtext7len,totalevtext,avgevtext,crt1,crt1_s,crt2,crt2_s,crt3,crt3_s,crt_s,consc_1,consc_2*,consc_3,consc_4*,consc,extra_1,extra_2*,extra_3,extra_4*,extra,agree_1,agree_2*,agree_3,agree_4*,agree,open_1,open_2*,open_3*,open_4*,open,neuro_1,neuro_2*,neuro_3,neuro_4*,neuro,need.cog_1,need.cog_2,need.cog_3*,need.cog_4*,need.cog_5*,need.cog_6,need.cog_7*,need.cog_8*,need.cog_9*,need.cog_10,need.cog_11,need.cog_12*,need.cog_13,need.cog_14,need.cog_15,need.cog_16*,need.cog_17*,need.cog_18,need.cog,aomt_1,aomt_2,aomt_3,aomt_4*,aomt_5*,aomt_6*,aomt_7*,aomt_8,aomt_9,aomt,educ,age,gender,race
3/10/17 16:16,3/10/17 16:36,3439,0,0,0.70,0.20,0.20,0.40,0.10,-0.30,0.20,0.30,-0.20,1.00,0.50,0.80,0.70,0.20,-0.30,0.70,0.20,0.00,0.60,0.10,-0.10,0.10,0.28,0.23,0.01,-0.43,-0.50,4.00,-0.30,0.00,-0.14,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.10,0,100,0,47,1,1,5,3,5,2,3.75,2,2,2,2,2.00,6,5,6,6,5.75,6,6,3,6,5.25,5,2,3,6,4.00,6,6,6,6,6,6,6,6,3,5,6,6,5,6,7,6,7,5,5.78,6,7,6,6,3,6,7,6,5,5.78,3,1,1,1
4/26/17 17:43,4/26/17 17:56,3479,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.65,0.15,0.05,0.70,0.20,0.05,0.70,0.20,0.00,0.75,0.25,0.05,0.60,0.10,-0.15,0.10,0.07,0.17,0.01,-0.14,0.08,0.08,0.00,0.07,-0.20,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,100,0,24,0,1,6,5,6,6,5.75,3,4,3,3,3.25,6,5,6,6,5.75,5,5,6,6,5.50,3,6,6,5,5.00,4,3,3,4,5,4,5,2,2,5,5,4,5,6,6,3,6,6,4.33,5,6,6,6,3,3,6,5,6,5.11,3,1,2,3
4/13/17 21:09,4/13/17 21:50,3588,0,1,0.70,0.20,0.20,0.65,0.15,-0.05,0.65,0.15,0.00,0.70,0.20,0.05,0.75,0.25,0.05,0.75,0.25,0.00,0.60,0.10,-0.15,0.10,0.05,0.19,0.01,-0.07,0.00,0.08,0.07,0.00,-0.20,"It seems very likely that the secession will win, and since 7 of 10 of the last elections were predicted by the poles, I chose 0.7.",131,"The packages has appealed just over half, but since people were polling in favor of seccession, the appeal will cause a slight decrease in likelihood of secession (but still more likely than not to secede(.",206,"I don't think my personal opinion as any impact on the election. I was only 2 of 10 times, but I think it was coincidence. People were still polling higher in favor of secession.",178,"Even though it has correctly predicted once, 3 times the size seems like a big enough amount that this could indicate secession will occur. So, probability has slightly increased.",179,"This further increases the probability that secession will occur because it is more likely, based on past referendums, to pass than not to pass.",144,"This does not change the probability because this seems to uphold past evidence that secession is more likely, but it does not seem to make it any more likely.",159,"Probability has decreased a lot, though it still slightly favors secession, because polls can be inaccurate, and that seemed to be the strongest indicator that secession would win (along with the winner of the debate).",218,1215,173.57,0.05,1,5,1,47,1,3,6,1,6,6,4.75,3,7,1,3,3.50,6,6,5,6,5.75,5,2,4,6,4.25,2,5,5,1,3.25,5,7,6,4,4,3,3,1,2,6,5,7,5,2,7,4,5,3,4.39,5,7,6,6,5,5,7,6,6,5.89,3,1,2,1
4/20/17 0:35,4/20/17 0:52,2615,0,1,0.70,0.20,0.20,0.72,0.22,0.02,0.65,0.15,-0.07,0.80,0.30,0.15,0.75,0.25,-0.05,0.75,0.25,0.00,0.60,0.10,-0.15,0.10,0.07,0.21,0.01,0.03,-0.10,0.23,-0.06,0.00,-0.20,"Based on the previous polls and their outcomes, 0.7 represents their success in predicting the elction.",103,I'm not too sure. i guessed.,28,Not encouraging that the group with the more compelling slogan has only one two out of ten referendums,102,The rally size plays a major role in determining outcome.,57,"Not much decrease because 7/10 referendums have passed, but odds of passing are still high.",91,"In my opinion, this neither deters nor encourages secession.",60,Questionable source makes me question my beliefs,48,489,69.86,0.10,0,100,0,47,1,1,4,3,6,3,4.00,4,3,2,2,2.75,7,6,5,5,5.75,7,4,3,7,5.25,2,5,6,5,4.50,4,5,5,4,5,1,1,1,1,5,7,4,4,4,7,1,3,7,3.83,5,7,6,7,4,4,7,6,4,5.56,3,1,2,2
4/16/17 19:46,4/16/17 20:09,3684,0,1,0.70,0.20,0.20,0.50,0.00,-0.20,0.50,0.00,0.00,0.50,0.00,0.00,0.80,0.30,0.30,0.80,0.30,0.00,0.60,0.10,-0.20,0.10,0.12,0.13,0.01,-0.29,0.00,0.00,0.60,0.00,-0.25,I assigned this probability because there is no reason for the polls to be wrong in this particular instance therefore I assigned the same probability to this election since its for secession. ,193,The probability for secession decreased in my mind because this new package appeals only 6 out of the last ten times but chances are they'll work this time 50/50. ,163,The chances for winning do not seem to increase for having a more compelling sloagan therefor I don't think this will help them gain support for secession. ,156,Again the probability for winning the referendum has not changed in my opinion because the rally size is not predictive if it only works 10% of the time. ,154,I think the referendum will most likely follow the same behavior as referendums past. ,86,The fact they won the debate adds to the possibility of winning if they have other factors in the make up of probability of winning as well. ,141,If the polls were inaccurate and its one of the reasons why I believe the succession side will will then I have to discount some of the probability I assigned to winning due to the polls. ,188,1081,154.43,0.05,1,100,0,24,0,1,6,3,6,5,5.00,4,4,3,4,3.75,6,5,4,6,5.25,2,2,2,2,2.00,2,2,3,5,3.00,2,2,3,3,4,2,2,2,2,2,6,6,3,2,3,2,2,2,2.78,5,5,5,6,2,6,6,4,4,4.78,3,1,2,3
4/24/17 10:51,4/24/17 11:01,3067,1,0,0.75,0.20,0.20,0.70,0.25,-0.05,0.71,0.24,0.01,0.72,0.23,0.01,0.60,0.35,-0.12,0.70,0.25,0.10,0.65,0.30,-0.05,0.10,0.06,0.26,0.01,-0.07,0.01,0.01,-0.17,0.17,-0.07,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,5,1,6,6,4.50,4,7,6,6,5.75,6,6,3,6,5.25,6,6,6,6,6.00,5,5,5,4,4.75,7,7,5,5,5,5,5,5,7,4,7,5,6,7,5,7,5,7,5.78,6,7,6,7,3,4,6,6,6,5.67,3,1,1,1
4/20/17 21:21,4/20/17 21:49,539,0,1,0.70,0.20,0.20,0.65,0.15,-0.05,0.65,0.15,0.00,0.68,0.18,0.03,0.65,0.15,-0.03,0.70,0.20,0.05,0.65,0.15,-0.05,0.05,0.03,0.17,0.02,-0.07,0.00,0.04,-0.04,0.08,-0.07,"Polls show that support for secession is higher, and such polls have predicted 70% of the past elections.",105,"The package may make secession less favored, but not by much.",61,20% is not high enough to change my estimate.,45,"The last piece of evidence, along with this one, increase the probability by a little bit.",90,70% failure is sufficient to influence.,39,Debates and media are important in influencing outcomes.,56,"As the text states, perhaps evidence from polling models should not be taken as seriously.",90,486,69.43,0.10,0,5,1,47,1,2,3,3,4,3,3.25,2,4,2,4,3.00,3,3,5,6,4.25,7,5,4,7,5.75,4,6,6,7,5.75,3,6,4,4,4,5,7,3,4,7,6,6,4,4,4,4,7,5,4.83,7,7,7,7,6,7,7,7,6,6.78,3,1,2,4
4/12/17 14:47,4/12/17 15:07,920,0,0,0.70,0.20,0.20,0.65,0.15,-0.05,0.66,0.16,0.01,0.66,0.16,0.00,0.70,0.20,0.04,0.73,0.23,0.03,0.65,0.15,-0.08,0.05,0.04,0.18,0.02,-0.07,0.02,0.00,0.06,0.04,-0.11,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,5,5,5,5,5.00,6,6,6,6,6.00,7,6,6,7,6.50,6,7,3,6,5.50,5,2,5,5,4.25,3,3,6,5,5,6,6,2,5,5,6,6,5,5,3,3,7,6,4.83,6,6,5,6,3,3,6,5,6,5.11,5,1,2,3
3/20/17 6:47,3/20/17 7:00,3503,0,0,0.70,0.20,0.20,0.70,0.20,0.00,0.70,0.20,0.00,0.80,0.30,0.10,0.80,0.30,0.00,0.80,0.30,0.00,0.65,0.15,-0.15,0.05,0.04,0.24,0.02,0.00,0.00,0.14,0.00,0.00,-0.19,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,100,0,24,0,1,4,3,5,5,4.25,1,6,2,3,3.00,7,7,7,7,7.00,6,6,6,6,6.00,4,5,3,7,4.75,2,4,6,6,6,6,6,6,2,2,6,6,4,4,4,4,2,4,4.44,4,5,5,4,4,5,5,4,4,4.44,3,1,2,4
4/23/17 20:45,4/23/17 20:53,2125,0,0,0.70,0.20,0.20,0.65,0.15,-0.05,0.60,0.10,-0.05,0.70,0.20,0.10,0.50,0.00,-0.20,0.60,0.10,0.10,0.67,0.17,0.07,0.03,0.10,0.13,0.02,-0.07,-0.08,0.17,-0.29,0.20,0.12,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,2,2,7,2,3.25,5,5,6,5,5.25,7,7,7,7,7.00,7,7,7,7,7.00,2,5,5,5,4.25,6,6,2,5,7,3,3,5,3,5,5,5,3,3,3,3,4,5,4.22,6,7,7,7,1,6,7,7,7,6.11,3,1,1,1
4/19/17 20:54,4/19/17 21:00,450,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.30,0.20,-0.30,0.60,0.10,0.30,0.80,0.30,0.20,0.30,0.20,-0.50,0.70,0.20,0.40,0.00,0.30,0.19,0.03,-0.14,-0.50,1.00,0.33,-0.63,1.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,5,2,6,6,4.75,6,6,6,6,6.00,6,6,5,6,5.75,6,6,5,7,6.00,5,5,6,6,5.50,6,6,3,3,3,3,7,7,5,1,2,5,1,3,2,7,6,6,4.22,5,3,5,5,5,4,3,3,4,4.11,3,1,1,7
4/10/17 22:18,4/10/17 22:26,748,0,1,0.70,0.20,0.20,0.70,0.20,0.00,0.70,0.20,0.00,0.70,0.20,0.00,0.70,0.20,0.00,0.70,0.20,0.00,0.70,0.20,0.00,0.00,0.00,0.20,0.03,0.00,0.00,0.00,0.00,0.00,0.00,"We know that the polls are correct 7/10 times. Either the vote is for secession, or it is not (since we have no further data besides that there's more support for secession than for unity). So we'll say that the probability's just 0.7, because that's how likely the poll is to be right.",286,Is it actually going to do anything? Does anyone care at this point?,68,This isn't particularly convincing. It depends on my own feelings. I didn't change the probability.,99,It doesn't seem to be predictive at all.,40,"I'm not sure this is predictive, either. Past referendums seem to have been different than this one.",100,Great! There's still a high likelihood that the group favoring secession will win.,82,This doesn't effect the actual results?,39,714,102.00,0.05,1,5,1,47,1,3,5,5,5,5,5.00,3,5,3,3,3.50,3,3,3,3,3.00,5,5,3,5,4.50,5,6,5,7,5.75,3,3,5,6,2,5,6,2,2,2,5,3,3,3,3,3,3,2,3.39,3,6,6,6,3,5,7,7,6,5.44,3,1,2,4
4/18/17 14:57,4/18/17 15:06,3155,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.70,0.20,0.10,0.70,0.20,0.00,0.60,0.10,-0.10,0.80,0.30,0.20,0.70,0.20,-0.10,0.00,0.10,0.19,0.03,-0.14,0.17,0.00,-0.14,0.33,-0.13,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,100,0,24,0,1,6,6,6,6,6.00,3,6,4,5,4.50,6,6,6,6,6.00,6,6,6,4,5.50,2,6,2,4,3.50,4,4,5,4,4,2,6,6,5,3,6,6,3,4,6,2,5,6,4.50,4,6,4,6,2,6,6,6,3,4.78,2,1,2,4
2/25/17 14:53,2/25/17 15:40,420,1,1,0.75,0.20,0.20,0.65,0.30,-0.10,0.67,0.28,0.02,0.70,0.25,0.03,0.75,0.20,0.05,0.80,0.15,0.05,0.72,0.23,-0.08,0.03,0.06,0.23,0.02,-0.13,0.03,0.04,0.07,0.07,-0.10,"based on the information given, it seems likely that the secession camp will win",80,this new information leads me to believe the probability will drop a bit,72,"this new information does not seem like it will sway the percentage a lot, but only slightly",92,"again, i expect it to slightly affect the probability",53,new information seems like a persuasive stat as to why secession will win,73,this information seems promising that the secession camp is very likely to win,78,the information that previously led me to generate such a high probability now seems too generous,97,545,77.86,0.05,1,5,1,47,1,3,5,6,6,4,5.25,6,7,7,7,6.75,6,7,6,7,6.50,7,7,7,7,7.00,4,2,3,3,3.00,5,5,6,6,6,5,3,6,3,5,5,6,5,5,5,5,5,5,5.06,6,6,6,7,5,2,7,6,6,5.67,3,1,2,1
4/9/17 22:13,4/9/17 22:36,3631,1,0,0.75,0.20,0.20,0.65,0.30,-0.10,0.72,0.23,0.07,0.80,0.15,0.08,0.85,0.10,0.05,0.85,0.10,0.00,0.75,0.20,-0.10,0.00,0.07,0.18,0.03,-0.13,0.11,0.11,0.06,0.00,-0.12,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,5,3,4,4,4.00,4,5,5,6,5.00,7,7,6,7,6.75,7,6,4,7,6.00,6,4,3,4,4.25,6,6,5,6,5,6,4,6,7,7,6,7,6,6,7,1,6,7,5.78,4,7,6,7,3,5,7,5,5,5.44,3,1,1,2
2/26/17 21:18,2/26/17 21:41,3407,1,0,0.75,0.20,0.20,0.65,0.30,-0.10,0.65,0.30,0.00,0.75,0.20,0.10,0.80,0.15,0.05,0.82,0.13,0.02,0.80,0.15,-0.02,0.05,0.05,0.20,0.04,-0.13,0.00,0.15,0.07,0.02,-0.02,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,6,7,7,6,6.50,2,3,3,3,2.75,7,5,6,5,5.75,5,3,2,5,3.75,2,5,5,5,4.25,6,5,7,5,3,6,3,6,6,6,5,7,6,5,3,2,5,5,5.06,5,6,5,5,3,3,6,6,4,4.78,3,1,1,3
2/27/17 13:22,2/27/17 13:33,3149,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.70,0.20,0.10,0.80,0.30,0.10,0.80,0.30,0.00,0.90,0.40,0.10,0.80,0.30,-0.10,0.10,0.08,0.26,0.04,-0.14,0.17,0.14,0.00,0.13,-0.11,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,6,5,5,3,4.75,2,4,3,3,3.00,5,5,6,5,5.25,5,3,3,5,4.00,5,5,5,6,5.25,3,1,3,3,3,3,3,2,2,3,3,3,3,3,3,3,4,5,2.94,4,6,5,6,5,4,6,6,3,5.00,3,1,2,4
4/4/17 12:41,4/4/17 13:43,3560,0,1,0.70,0.20,0.20,0.70,0.20,0.00,0.90,0.40,0.20,0.90,0.40,0.00,0.90,0.40,0.00,0.90,0.40,0.00,0.90,0.40,0.00,0.20,0.03,0.34,0.06,0.00,0.29,0.00,0.00,0.00,0.00,The historical trends show that people usually favor change and vote in favor of that. ,87,Because I feel that these changes won't be enough to change their opinions .,76,They seem to be able mobilize support of the people better. ,60,They seem to be getting the most support.,41,I don't feel like this will be enough to change the past trends. ,65,They have been doing well in all aspects of this election.,58,Despite these developments they have all the momentum.,54,441,63.00,0.05,1,10,0,12,0,1,6,6,4,5,5.25,4,7,7,4,5.50,7,7,6,7,6.75,6,6,6,6,6.00,2,2,3,6,3.25,7,7,5,5,5,3,2,2,5,7,6,2,6,4,7,1,5,1,4.44,4,5,6,4,4,3,5,4,5,4.44,2,1,1,2
4/13/17 8:59,4/13/17 9:03,3647,0,0,0.30,0.20,0.20,0.50,0.00,0.20,0.10,0.40,-0.40,0.40,0.10,0.30,0.80,0.30,0.40,0.90,0.40,0.10,0.10,0.40,-0.80,0.20,0.37,0.26,0.00,0.67,-0.80,3.00,1.00,0.13,-0.89,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,100,0,47,1,2,2,3,3,3,2.75,7,5,5,4,5.25,5,5,4,3,4.25,3,3,4,3,3.25,6,5,6,3,5.00,7,4,4,6,5,6,6,4,1,2,2,4,7,7,4,4,4,7,4.67,5,5,4,6,4,2,4,3,4,4.11,3,1,1,4
4/16/17 12:00,4/16/17 12:31,2117,0,1,0.30,0.20,0.20,0.40,0.10,0.10,0.30,0.20,-0.10,0.25,0.25,-0.05,0.30,0.20,0.05,0.40,0.10,0.10,0.45,0.05,0.05,0.15,0.08,0.16,0.05,0.33,-0.25,-0.17,0.20,0.33,0.13,"Based on past elections there is a chance that they will vote against the status quo, but it still seems like a big change to make and there is not enough information other than just polls.",189,"It seems that the people still want to secede pretty bad and the government is trying to lighten the situation. Still, a secession is a big change and is easier said than done. ",177,"From the past referendums it seems like the passionate groups advocating for change are going up against a bigger challenge, and again, secession is easier said than done.",171,"It seems the group advocating for change is making more passionate efforts to achieve their goals but its harder to change something that's already institutionalized and has been that way, as shown from the past referendums.",224,"Confusing question- it says the past referendums on independence had a higher chance of failing, but the results showed 7/10 passed.",132,"Even though the media reports the group in favor of secession to have won, it is still harder to change an institution that is already in place, in power.",154,"Perhaps the results from past polls are not indicative of determining outcomes, and my probability is starting to lean more towards pure chance than rationale.",159,1206,172.29,1.05,0,5,1,47,1,2,1,1,4,2,2.00,6,4,5,4,4.75,7,7,7,7,7.00,6,6,3,6,5.25,6,6,5,5,5.50,4,4,4,5,5,4,6,4,5,6,6,6,5,5,5,4,6,7,5.06,6,6,5,6,2,2,6,4,5,4.67,2,1,1,1
3/18/17 17:12,3/18/17 17:16,3389,0,0,0.30,0.20,0.20,0.50,0.00,0.20,0.70,0.20,0.20,0.80,0.30,0.10,0.50,0.00,-0.30,0.90,0.40,0.40,0.50,0.00,-0.40,0.20,0.27,0.16,0.06,0.67,0.40,0.14,-0.38,0.80,-0.44,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.10,0,100,0,20,0,0,6,2,6,2,4.00,6,5,6,5,5.50,6,3,6,6,5.25,7,6,6,6,6.25,6,3,6,6,5.25,3,6,4,4,2,4,6,4,4,6,4,4,6,4,4,4,2,4,4.17,6,6,6,7,4,2,7,6,6,5.56,3,1,2,4
3/16/17 20:50,3/16/17 21:05,3161,0,0,0.72,0.22,0.22,0.39,0.11,-0.33,0.48,0.02,0.09,0.76,0.26,0.28,0.70,0.20,-0.06,0.81,0.31,0.11,0.51,0.01,-0.30,0.21,0.20,0.16,0.00,-0.46,0.23,0.58,-0.08,0.16,-0.37,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,20,0,47,1,2,5,3,7,4,4.75,4,6,4,4,4.50,6,4,6,5,5.25,6,5,6,7,6.00,4,4,5,5,4.50,4,4,6,4,4,6,4,2,2,6,6,6,4,6,6,2,6,6,4.67,5,5,5,6,4,5,5,5,5,5.00,3,1,2,7
3/9/17 15:16,3/9/17 15:37,3225,1,1,0.70,0.25,0.25,0.28,0.67,-0.42,0.28,0.67,0.00,0.30,0.65,0.02,0.21,0.74,-0.09,0.13,0.82,-0.08,0.13,0.82,0.00,0.57,0.10,0.66,-0.05,-0.60,0.00,0.07,-0.30,-0.40,0.00,"Although support is clearly tailored to secession, as there is the unpredictability of the 3 out of 10 outcomes, we cannot assume that there is a 100% chance of winning the election.",182,"Given the initial 0.7, 60% of the secession votes will now go to unity. The remainder is 0.28.",94,"The probability would remain the same because the slogan being more compelling is a subjective view, and does not affect the voters.",132,"The rally does not seem to provide much correlation between rally size and votes (only 1 out of 10, or 10%). However, it does seem to have an indication, so the chances would be higher than 0.28, which I estimate at 0.3.",220,"Assuming the secession and unity subjects are the same as the subjects in the past referendums, the initial 0.3 would be multiplied by 0.7, the chance of passing.",162,"The initial 0.21 is multiplied by this chance, 0.6, to obtain 0.126. The debate lowers their chances even more as the opposing side would also give their beneficial facts, despite their losses.",193,The polling models have no effect on the actual voting.,55,1038,148.29,0.05,1,5,1,47,1,3,4,2,6,2,3.50,3,4,3,4,3.50,4,3,3,4,3.50,5,5,4,5,4.75,2,4,4,5,3.75,4,4,5,5,5,5,6,6,5,6,5,6,4,4,6,2,5,4,4.83,4,5,4,6,5,3,5,4,4,4.44,2,1,1,4
4/11/17 11:44,4/11/17 11:59,3653,1,1,0.70,0.25,0.25,0.28,0.67,-0.42,0.06,0.89,-0.22,0.35,0.60,0.29,0.20,0.75,-0.15,0.30,0.65,0.10,0.20,0.75,-0.10,0.50,0.21,0.65,-0.04,-0.60,-0.79,4.83,-0.43,0.50,-0.33,"we see that 7/10 times the polls have been accurate in the past, and they currently suggest a yes vote... although since we don't know what the margin of support is it is hard to judge",184,we assumed last time a .7 chance the polls were right and they support leaving. now if that is true then there is 60% chance that the government can placate the citizens so .7 * .4 = .28,186,"we had a .28 probability from polling data and placation strategy, now we have a .2 chance that the better sloganed side wins so .28 * .2 is near .06",149,i misread the previous question so we'll restart with .28... this seems to suggest that better rally size increases the chances of winning very slightly so i increased my estimate a bit,185,this decreases the probability of secessionists winning... i lowered estimate,77,"winning debate adds new information to the race, and increases chance of secessionists winning according to the statement above",127,we had previously calculated the polling accuracy at around 70%... now we know it to be around 40%,98,1006,143.71,0.05,1,5,1,47,1,3,2,4,3,5,3.50,4,5,6,5,5.00,5,6,4,5,5.00,3,6,6,6,5.25,2,2,2,3,2.25,6,6,7,7,7,6,7,7,7,6,6,7,6,6,6,7,7,6,6.50,5,7,6,6,3,6,7,6,5,5.67,3,1,1,1
4/23/17 16:09,4/23/17 16:20,3714,1,1,0.70,0.25,0.25,0.40,0.55,-0.30,0.20,0.75,-0.20,0.10,0.85,-0.10,0.70,0.25,0.60,0.20,0.75,-0.50,0.30,0.65,0.10,0.40,0.30,0.58,-0.02,-0.43,-0.50,-0.50,6.00,-0.71,0.50,When I figured that 7 of the last 10 polls have been correct.,61,When we realized that the ollifying works 6 of 10 times.,56,I realized this when it was stated that my assumptions on the better slogan are accurate only 2 of 10 times.,108,I assigned this when I realized that rally size barely impacts the odds.,72,Same reasons as before,22,News outlets may be biased so I gave less probability,53,I lost faith in the polling models,34,406,58.00,0.05,1,500,0,47,1,2,3,2,6,3,3.50,3,6,5,6,5.00,2,2,3,5,3.00,3,5,5,3,4.00,5,3,6,6,5.00,3,6,5,5,3,3,3,5,5,5,5,2,3,3,5,5,6,6,4.33,3,6,6,5,5,5,6,5,6,5.22,3,1,1,3
3/29/17 10:34,3/29/17 10:46,3247,1,0,0.70,0.25,0.25,0.60,0.35,-0.10,0.20,0.75,-0.40,0.50,0.45,0.30,0.50,0.45,0.00,0.60,0.35,0.10,0.30,0.65,-0.30,0.40,0.20,0.46,-0.02,-0.14,-0.67,1.50,0.00,0.20,-0.50,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,7,5,7,5,6.00,3,5,2,3,3.25,7,6,6,6,6.25,6,6,4,5,5.25,3,6,4,5,4.50,6,6,7,7,2,6,7,2,7,2,2,1,6,6,6,7,1,6,4.83,6,4,7,5,4,1,4,7,4,4.67,3,1,1,1
4/24/17 8:56,4/24/17 9:10,3556,1,0,0.70,0.25,0.25,0.60,0.35,-0.10,0.20,0.75,-0.40,0.10,0.85,-0.10,0.70,0.25,0.60,0.50,0.45,-0.20,0.35,0.60,-0.15,0.35,0.26,0.50,-0.01,-0.14,-0.67,-0.50,6.00,-0.29,-0.30,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,24,0,2,5,5,6,5,5.25,5,6,5,5,5.25,6,5,6,6,5.75,5,5,5,5,5.00,2,3,5,6,4.00,2,3,5,6,5,5,3,5,5,6,6,6,2,6,5,6,5,5,4.78,3,6,5,6,3,3,6,5,5,4.67,4,1,2,4
3/26/17 12:12,4/2/17 11:24,3198,1,1,0.70,0.25,0.25,0.60,0.35,-0.10,0.20,0.75,-0.40,0.10,0.85,-0.10,0.70,0.25,0.60,0.55,0.40,-0.15,0.40,0.55,-0.15,0.30,0.25,0.49,-0.01,-0.14,-0.67,-0.50,6.00,-0.21,-0.27,"Most recent polls show more support for secession, and the last 7/10 elections that changed status quo were predicted by polls.",127,"This policy only worked .6 in the past, so despite this being a small sample size, should be expected to do the same in the future.",131,"Slogan is very subjective, so must look at the past data to get objective view on how slogans affect outcome.",109,"Again, rely on past data to come to conclusion",46,Relying on past data,20,"Right before vote this can influence outcome, but will discount 5% to account for prior factors",95,because that was the historical accuracy of polling models,58,586,83.71,0.10,0,100,0,47,1,1,5,3,4,4,4.00,5,3,5,5,4.50,6,6,6,7,6.25,6,6,6,6,6.00,5,4,5,4,4.50,3,6,7,7,7,5,6,4,6,6,7,6,6,6,2,6,7,6,5.72,6,6,6,6,5,5,6,6,5,5.67,5,1,1,1
3/1/17 20:53,3/1/17 21:15,1596,1,0,0.70,0.25,0.25,0.40,0.55,-0.30,0.20,0.75,-0.20,0.10,0.85,-0.10,0.30,0.65,0.20,0.60,0.35,0.30,0.40,0.55,-0.20,0.30,0.22,0.56,-0.01,-0.43,-0.50,-0.50,2.00,1.00,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,100,0,47,1,2,6,6,7,6,6.25,5,6,5,6,5.50,6,6,5,7,6.00,5,6,6,6,5.75,3,5,2,6,4.00,5,5,5,6,6,5,6,3,4,6,6,6,5,6,6,6,5,5,5.33,5,7,6,7,3,6,7,5,3,5.44,2,1,2,3
4/19/17 19:19,4/19/17 19:30,866,1,0,0.70,0.25,0.25,0.60,0.35,-0.10,0.20,0.75,-0.40,0.10,0.85,-0.10,0.30,0.65,0.20,0.60,0.35,0.30,0.40,0.55,-0.20,0.30,0.22,0.54,-0.01,-0.14,-0.67,-0.50,2.00,1.00,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,100,0,47,1,2,3,3,5,2,3.25,4,7,6,6,5.75,6,6,5,7,6.00,7,6,4,6,5.75,2,2,2,2,2.00,4,5,5,5,5,1,2,5,2,6,6,6,3,2,6,2,6,3,4.11,4,5,5,6,3,3,5,5,4,4.44,3,1,1,1
4/23/17 12:51,4/23/17 13:07,3240,1,0,0.70,0.25,0.25,0.60,0.35,-0.10,0.20,0.75,-0.40,0.10,0.85,-0.10,0.30,0.65,0.20,0.60,0.35,0.30,0.40,0.55,-0.20,0.30,0.22,0.54,-0.01,-0.14,-0.67,-0.50,2.00,1.00,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.10,0,5,1,47,1,2,3,2,7,2,3.50,5,5,5,6,5.25,6,6,6,6,6.00,6,6,6,5,5.75,4,5,6,5,5.00,2,6,2,1,3,5,6,2,2,7,7,3,5,6,4,2,3,6,4.00,5,5,5,6,4,5,6,6,5,5.22,3,1,1,1
